n_depots,n_customers,n_charging,n_vehicles,depot_pattern,customer_pattern,charging_pattern,shrinkage_depots,shrinkage_charging,T,seed,B,μ,travel_cost_coeff,charge_cost_coeff,load_scale,load_shape,load_tolerance,batch,permissiveness,use_load,use_time_windows,formulation,method,subpath_single_service,subpath_check_customers,path_single_service,path_check_customers,check_customers_accelerated,christofides,ngroute,ngroute_alt,ngroute_neighborhood_charging_depots_size,LP_objective,IP_objective,LP_IP_gap,counter,converged,time_taken,time_limit_reached,sp_base_time_taken_total,sp_full_time_taken_total,lp_relaxation_time_taken_total,sp_base_time_taken_mean,sp_full_time_taken_mean,lp_relaxation_time_taken_mean,lp_mean_subpath_length,lp_weighted_mean_subpath_length,lp_mean_subpath_ncust,lp_weighted_mean_subpath_ncust,lp_mean_path_length,lp_weighted_mean_path_length,lp_mean_path_ncust,lp_weighted_mean_path_ncust,lp_mean_ps_length,lp_weighted_mean_ps_length,lp_utilization,lp_driving_time_proportion,lp_charging_time_proportion,ip_mean_subpath_length,ip_weighted_mean_subpath_length,ip_mean_subpath_ncust,ip_weighted_mean_subpath_ncust,ip_mean_path_length,ip_weighted_mean_path_length,ip_mean_path_ncust,ip_weighted_mean_path_ncust,ip_mean_ps_length,ip_weighted_mean_ps_length,ip_utilization,ip_driving_time_proportion,ip_charging_time_proportion
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,1,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,false,false,false,false,false,true,true,false,small,966694.7391304347,1.02669e6,0.05843561432327704,22,true,12.829,false,4.076,7.295999999999999,0.9250000000000002,0.18527272727272726,0.3316363636363636,0.04204545454545455,4.581818181818182,4.421487603305786,3.581818181818182,3.421487603305785,13.263157894736842,10.80808080808081,10.368421052631579,8.363636363636365,2.8947368421052633,2.4444444444444446,0.7317519696969699,0.6702047979797979,0.061547171717171716,4.2727272727272725,4.2727272727272725,3.272727272727273,3.272727272727273,9.4,9.4,7.2,7.2,2.2,2.2,0.676014,0.625845,0.050169
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,false,false,false,false,false,true,true,false,small,1.0344238888888886e6,1.09339e6,0.05392962356625852,24,true,32.646,false,13.942000000000002,15.665999999999997,1.756,0.5809166666666667,0.6527499999999998,0.07316666666666667,4.36734693877551,4.071090047393365,3.36734693877551,3.0710900473933647,14.266666666666667,13.015151515151514,11.0,9.818181818181817,3.2666666666666666,3.196969696969697,0.9063468181818182,0.8177890151515151,0.08855780303030301,3.769230769230769,3.769230769230769,2.769230769230769,2.769230769230769,9.8,9.8,7.2,7.2,2.6,2.6,0.716034,0.659195,0.056839
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,20,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,true,true,false,false,true,true,false,false,none,965625.9999999998,1.004992e6,0.03917046105839672,24,true,1054.892,false,1045.549,7.313,1.1260000000000001,43.56454166666666,0.3047083333333333,0.04691666666666667,4.878787878787879,4.673469387755103,3.878787878787879,3.6734693877551017,11.5,9.039473684210527,9.142857142857142,7.105263157894737,2.357142857142857,1.9342105263157896,0.6310001315789474,0.5875500000000001,0.04345013157894737,4.2727272727272725,4.2727272727272725,3.272727272727273,3.272727272727273,7.833333333333333,7.833333333333333,6.0,6.0,1.8333333333333333,1.8333333333333333,0.5554733333333334,0.5180791666666666,0.037394166666666666
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,1,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,false,false,false,false,false,true,false,false,none,959621.2899999999,1.06628e6,0.10002880106538625,24,true,6.713,false,1.157,4.266,0.8700000000000002,0.04820833333333333,0.17775,0.03625000000000001,4.421052631578948,4.538083538083537,3.4210526315789473,3.5380835380835367,12.6,12.248010610079575,9.75,9.549071618037132,2.85,2.6989389920424407,0.8228616843501324,0.7474236074270556,0.07543807692307691,3.769230769230769,3.769230769230769,2.769230769230769,2.769230769230769,8.166666666666666,8.166666666666666,6.0,6.0,2.1666666666666665,2.1666666666666665,0.59314,0.5567833333333333,0.03635666666666667
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,1,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,true,true,false,false,false,true,false,false,none,965217.6777777775,1.100159e6,0.12265619989676257,34,true,915.983,false,883.6109999999999,29.034999999999997,1.919,25.98855882352941,0.853970588235294,0.05644117647058824,4.509803921568627,4.52557127312296,3.5098039215686274,3.5255712731229605,12.777777777777779,11.271002710027101,9.944444444444445,8.780487804878051,2.8333333333333335,2.4905149051490514,0.7644893902439023,0.6977334010840109,0.06675598915989162,3.769230769230769,3.769230769230769,2.769230769230769,2.769230769230769,8.166666666666666,8.166666666666666,6.0,6.0,2.1666666666666665,2.1666666666666665,0.6085041666666666,0.5679458333333334,0.040558333333333335
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,2,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,false,false,false,false,false,true,false,false,none,1.241431314814815e6,1.309656e6,0.052093591893737745,23,true,5.313,false,0.9780000000000002,3.076,0.8520000000000001,0.04252173913043479,0.1337391304347826,0.03704347826086957,4.415384615384616,3.6400232806285766,3.4153846153846152,2.6400232806285775,13.045454545454545,9.777227722772276,10.090909090909092,7.091193329859303,2.9545454545454546,2.6860343929129753,0.7912796951537258,0.7194802045336113,0.07179949062011466,3.4,3.4,2.4,2.4,8.5,8.5,6.0,6.0,2.5,2.5,0.70846,0.64625,0.06221
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,2,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,true,true,false,false,false,true,false,false,none,1.2444247e6,1.335392e6,0.06812029726102897,22,true,455.101,false,440.67099999999994,12.145,1.3190000000000002,20.030499999999996,0.5520454545454545,0.05995454545454546,3.727272727272727,3.5714285714285716,2.727272727272727,2.5714285714285716,11.181818181818182,10.0,8.181818181818182,7.2,3.0,2.8,0.8047681,0.73117475,0.07359335,3.4,3.4,2.4,2.4,8.5,8.5,6.0,6.0,2.5,2.5,0.7272866666666666,0.6681458333333333,0.05914083333333333
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,3,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,false,false,false,false,false,true,false,false,none,1.0326850714285715e6,1.120066e6,0.07801408896567574,19,true,5.723,false,1.008,3.472,0.798,0.05305263157894737,0.18273684210526317,0.042,4.387755102040816,4.344392833443927,3.3877551020408165,3.3443928334439277,10.238095238095237,9.91969696969697,7.904761904761905,7.636363636363636,2.3333333333333335,2.2833333333333337,0.7163332272727273,0.6585797727272727,0.057753454545454545,3.769230769230769,3.769230769230769,2.769230769230769,2.769230769230769,8.166666666666666,8.166666666666666,6.0,6.0,2.1666666666666665,2.1666666666666665,0.619925,0.5789916666666667,0.040933333333333335
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,3,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,true,true,false,false,false,true,false,false,none,1.0317692857142857e6,1.17442e6,0.12146482032468309,20,true,2156.072,false,2125.299,25.665000000000003,1.5670000000000004,106.26495,1.2832500000000002,0.07835000000000002,4.27906976744186,4.366412213740458,3.2790697674418605,3.3664122137404573,10.222222222222221,10.729191090269639,7.833333333333333,8.271981242672918,2.388888888888889,2.457209847596718,0.771231348182884,0.7051927901524033,0.06603855803048064,3.769230769230769,3.769230769230769,2.769230769230769,2.769230769230769,8.166666666666666,8.166666666666666,6.0,6.0,2.1666666666666665,2.1666666666666665,0.64721,0.6018416666666667,0.04536833333333333
4,36,7,8,circular,random_box,circular_packing,1.0,1.0,40000,4,15000,5,7,3,5.0,20.0,1.3,1,0.2,false,false,subpath,ours,false,false,false,false,false,true,false,false,none,1.0000775819125e10,1.0001107388e10,3.3153216152603804e-5,20,true,4.243,false,0.765,2.305,0.77,0.03825,0.11525,0.0385,5.321428571428571,4.908396946564886,4.321428571428571,3.9083969465648853,11.461538461538462,10.370967741935484,9.307692307692308,8.258064516129032,2.1538461538461537,2.1129032258064515,0.6584579032258064,0.6089479838709677,0.049509919354838706,3.2857142857142856,3.2857142857142856,2.2857142857142856,2.2857142857142856,6.571428571428571,6.571428571428571,4.571428571428571,4.571428571428571,2.0,2.0,0.53446,0.5077428571428572,0.026717142857142856
