seed,n_customers,ngroute_neighborhood_size,ngroute_neighborhood_depots_size,ngroute_neighborhood_charging_size,method,ngroute_alt,time_taken_first,time_taken_total,n_iterations,n_CG_iterations,sp_time_taken_mean_first,sp_time_taken_mean_last,LP_objective_first,LP_objective_last,IP_objective_first,IP_objective_last,LP_IP_gap_first,LP_IP_gap_last
8,16,4,small,small,ours,false,0.488,5.78396325,4,30,0.035666666666666666,0.309,656979.5,678792.0,718182.0,678792.0,8.52186493117344,0.0
9,16,4,small,small,ours,true,0.304,0.466069416,2,16,0.024000000000000007,0.010499999999999999,659363.3333333334,660230.0,739600.0,660230.0,10.848656931674771,0.0
9,16,4,small,small,ours,false,0.363,0.70033325,2,16,0.029700000000000004,0.04066666666666666,659363.3333333334,660230.0,739600.0,660230.0,10.848656931674771,0.0
10,16,4,small,small,ours,true,1.911,8.558487875,3,37,0.09972222222222221,0.25857142857142856,656928.888888889,712946.0,827500.0,713300.0,20.612823094998312,0.04962848731249192
10,16,4,small,small,ours,false,2.183,25.079919834,3,29,0.11488888888888889,1.7396666666666667,656928.888888889,712946.0,827500.0,713300.0,20.612823094998312,0.04962848731249192
11,16,4,small,small,ours,true,0.419,2.473987875,3,28,0.020642857142857143,0.14585714285714285,597335.3,647118.0,686340.0,647118.0,12.968018766209166,0.0
11,16,4,small,small,ours,false,0.517,56.369944791,3,29,0.030142857142857152,3.9147499999999997,597335.3,647118.0,686340.0,647118.0,12.968018766209166,0.0
12,16,4,small,small,ours,true,0.34,0.555798791,2,20,0.018714285714285718,0.026166666666666664,568540.0,580077.0,652617.0,580077.0,12.883053919833532,0.0
12,16,4,small,small,ours,false,0.392,0.832418042,2,20,0.02264285714285715,0.058666666666666666,568540.0,580077.0,652617.0,580077.0,12.883053919833532,0.0
13,16,4,small,small,ours,true,0.353,0.551077166,2,16,0.025333333333333333,0.03624999999999999,716791.5,756618.0,766933.0,761288.0,6.537924434077036,0.6134340748836231
13,16,4,small,small,ours,false,0.372,0.775933417,2,16,0.026666666666666672,0.08025,716791.5,756618.0,766933.0,761288.0,6.537924434077036,0.6134340748836231
14,16,4,small,small,ours,true,0.249,0.705871041,6,24,0.021,0.037500000000000006,770203.3333333334,802301.0,808150.0,808150.0,4.695497947988203,0.7237517787539449
14,16,4,small,small,ours,false,0.256,1.000118917,6,24,0.021900000000000006,0.067,770203.3333333334,802301.0,808150.0,808150.0,4.695497947988203,0.7237517787539449
15,16,4,small,small,ours,true,0.37,0.693414,2,18,0.02583333333333334,0.037500000000000006,685822.6923076924,748454.0,756340.0,748454.0,9.323493097324963,0.0
15,16,4,small,small,ours,false,0.425,1.065487292,2,19,0.030750000000000003,0.07628571428571429,685822.6923076924,748454.0,756340.0,748454.0,9.323493097324963,0.0
16,16,4,small,small,ours,true,0.375,0.725568792,2,27,0.017125,0.018636363636363635,819143.75,840765.0,874900.0,844934.0,6.372871185278317,0.4934113197007095
16,16,4,small,small,ours,false,0.467,1.089930125,2,27,0.0245,0.04663636363636364,819143.75,840765.0,874900.0,844934.0,6.372871185278317,0.4934113197007095
