seed,n_customers,ngroute_neighborhood_size,ngroute_neighborhood_depots_size,ngroute_neighborhood_charging_size,method,ngroute_alt,time_taken_first,time_taken_total,time_taken_total_SR3,n_iterations,n_CG_iterations,sp_time_taken_mean_first,sp_time_taken_mean_last,sp_time_taken_mean_last_SR3,LP_objective_first,LP_objective_last,LP_objective_last_SR3,IP_objective_first,IP_objective_last,IP_objective_last_SR3,LP_IP_gap_first,LP_IP_gap_last,LP_IP_gap_last_SR3
1,16,4,small,medium,benchmark,false,2.745,4.824,5.1129999999999995,4,24,0.19064285714285714,0.21166666666666667,0.286,660987.1666666667,674785.5,675981.5,686313.0,686313.0,686313.0,3.6901287507789093,1.6796272254787525,0.015053627135140912
2,16,4,small,medium,benchmark,true,0.923,0.923,0.923,1,9,0.0991111111111111,0.0991111111111111,0.0991111111111111,935864.0,935864.0,935864.0,935864.0,935864.0,935864.0,0.0,0.0,0.0
2,16,4,small,medium,benchmark,false,1.216,1.216,1.216,1,9,0.12977777777777777,0.12977777777777777,0.12977777777777777,935864.0,935864.0,935864.0,935864.0,935864.0,935864.0,0.0,0.0,0.0
3,16,4,small,medium,benchmark,true,2.637,2.637,3.274,2,18,0.17086666666666667,0.17086666666666667,0.20966666666666667,648910.0,648910.0,649010.0,649010.0,649010.0,649010.0,0.015408083080381552,0.015408083080381552,0.0
3,16,4,small,medium,benchmark,false,4.709,4.709,5.686,2,18,0.31020000000000003,0.31020000000000003,0.32266666666666666,648910.0,648910.0,649010.0,649010.0,649010.0,649010.0,0.015408083080381552,0.015408083080381552,0.0
4,16,4,small,medium,benchmark,true,1.72,1.72,1.72,1,11,0.14727272727272728,0.14727272727272728,0.14727272727272728,535531.0,535531.0,535531.0,535531.0,535531.0,535531.0,0.0,0.0,0.0
4,16,4,small,medium,benchmark,false,2.844,2.844,2.844,1,11,0.2529090909090909,0.2529090909090909,0.2529090909090909,535531.0,535531.0,535531.0,535531.0,535531.0,535531.0,0.0,0.0,0.0
5,16,4,small,medium,benchmark,true,2.99,2.99,4.3580000000000005,2,18,0.19273333333333334,0.19273333333333334,0.4466666666666666,630044.0,630044.0,633472.0,633472.0,633472.0,633472.0,0.5411446756920624,0.5411446756920624,0.0
5,16,4,small,medium,benchmark,false,4.379,4.379,5.564,2,18,0.28806666666666664,0.28806666666666664,0.39199999999999996,630044.0,630044.0,633472.0,633472.0,633472.0,633472.0,0.5411446756920624,0.5411446756920624,0.0
6,16,4,small,medium,benchmark,true,1.636,1.942,3.933,5,23,0.1193846153846154,0.09866666666666668,0.3295,704872.0,705972.0,712344.0,717214.0,712344.0,712344.0,1.7208253045813415,0.894511640443385,0.0
6,16,4,small,medium,benchmark,false,2.657,3.235,5.5280000000000005,5,23,0.19953846153846153,0.18266666666666667,0.358,704872.0,705972.0,712344.0,717214.0,712344.0,712344.0,1.7208253045813415,0.894511640443385,0.0
7,16,4,small,medium,benchmark,true,1.022,1.576,1.6780000000000002,4,20,0.08745454545454544,0.064,0.099,694606.6666666667,694920.0,695530.0,695530.0,695530.0,695530.0,0.13275248132118556,0.08770290282230642,0.0
7,16,4,small,medium,benchmark,false,1.595,2.561,2.7079999999999997,4,20,0.1350909090909091,0.11879999999999999,0.143,694606.6666666667,694920.0,695530.0,695530.0,695530.0,695530.0,0.13275248132118556,0.08770290282230642,0.0
8,16,4,small,medium,benchmark,true,2.939,2.939,2.939,1,10,0.2831,0.2831,0.2831,678792.0,678792.0,678792.0,678792.0,678792.0,678792.0,0.0,0.0,0.0
8,16,4,small,medium,benchmark,false,4.063,4.063,4.063,1,10,0.40119999999999995,0.40119999999999995,0.40119999999999995,678792.0,678792.0,678792.0,678792.0,678792.0,678792.0,0.0,0.0,0.0
9,16,4,small,medium,benchmark,true,1.113,1.113,1.113,1,10,0.10369999999999999,0.10369999999999999,0.10369999999999999,660230.0,660230.0,660230.0,660230.0,660230.0,660230.0,0.0,0.0,0.0
9,16,4,small,medium,benchmark,false,1.854,1.854,1.854,1,10,0.178,0.178,0.178,660230.0,660230.0,660230.0,660230.0,660230.0,660230.0,0.0,0.0,0.0
10,16,4,small,medium,benchmark,true,9.065,9.065,9.065,1,12,0.7428333333333335,0.7428333333333335,0.7428333333333335,712946.0,712946.0,712946.0,713300.0,713300.0,713300.0,0.04962848731249192,0.04962848731249192,0.0004962848731249192
10,16,4,small,medium,benchmark,false,11.208,11.208,11.208,1,12,0.9209166666666665,0.9209166666666665,0.9209166666666665,712946.0,712946.0,712946.0,713300.0,713300.0,713300.0,0.04962848731249192,0.04962848731249192,0.0004962848731249192
11,16,4,small,medium,benchmark,true,5.512,5.512,5.512,1,13,0.41553846153846147,0.41553846153846147,0.41553846153846147,647118.0,647118.0,647118.0,647118.0,647118.0,647118.0,0.0,0.0,0.0
11,16,4,small,medium,benchmark,false,6.939,6.939,6.939,1,13,0.5235384615384615,0.5235384615384615,0.5235384615384615,647118.0,647118.0,647118.0,647118.0,647118.0,647118.0,0.0,0.0,0.0
12,16,4,small,medium,benchmark,true,1.262,1.262,1.262,1,10,0.11979999999999999,0.11979999999999999,0.11979999999999999,580077.0,580077.0,580077.0,580077.0,580077.0,580077.0,0.0,0.0,0.0
12,16,4,small,medium,benchmark,false,1.971,1.971,1.971,1,10,0.19090000000000001,0.19090000000000001,0.19090000000000001,580077.0,580077.0,580077.0,580077.0,580077.0,580077.0,0.0,0.0,0.0
13,16,4,small,medium,benchmark,true,0.716,0.716,1.9419999999999997,5,15,0.09614285714285713,0.09614285714285713,0.1545,756618.0,756618.0,761288.0,761288.0,761288.0,761288.0,0.6134340748836231,0.6134340748836231,0.0
13,16,4,small,medium,benchmark,false,1.097,1.097,2.5829999999999997,5,15,0.15299999999999997,0.15299999999999997,0.182,756618.0,756618.0,761288.0,761288.0,761288.0,761288.0,0.6134340748836231,0.6134340748836231,0.0
14,16,4,small,medium,benchmark,true,0.836,0.983,1.9649999999999999,4,15,0.100125,0.07050000000000001,0.20350000000000001,801308.0,802301.0,808150.0,813790.0,813790.0,808150.0,1.5338109340247486,1.4117892822472666,0.0
14,16,4,small,medium,benchmark,false,1.367,1.617,2.71,4,15,0.16375,0.123,0.2255,801308.0,802301.0,808150.0,813790.0,813790.0,808150.0,1.5338109340247486,1.4117892822472666,0.0
15,16,4,small,medium,benchmark,true,0.963,0.963,0.963,1,8,0.11349999999999999,0.11349999999999999,0.11349999999999999,748454.0,748454.0,748454.0,748454.0,748454.0,748454.0,0.0,0.0,0.0
15,16,4,small,medium,benchmark,false,1.516,1.516,1.516,1,8,0.184625,0.184625,0.184625,748454.0,748454.0,748454.0,748454.0,748454.0,748454.0,0.0,0.0,0.0
16,16,4,small,medium,benchmark,true,1.45,1.6909999999999998,2.933,5,23,0.09985714285714285,0.07800000000000001,0.24366666666666667,840765.0,840765.0,844934.0,844934.0,844934.0,844934.0,0.4934113197007095,0.4934113197007095,0.0
16,16,4,small,medium,benchmark,false,2.263,2.6999999999999997,4.069999999999999,5,23,0.15799999999999997,0.143,0.24833333333333332,840765.0,840765.0,844934.0,844934.0,844934.0,844934.0,0.4934113197007095,0.4934113197007095,0.0
17,16,4,small,medium,benchmark,true,0.987,1.366,1.5030000000000001,3,16,0.09339999999999998,0.07420000000000002,0.134,789933.3333333333,799980.0,801710.0,801710.0,801710.0,801710.0,1.4689434666733336,0.21578875154357746,0.0
17,16,4,small,medium,benchmark,false,1.691,2.406,2.5940000000000003,3,16,0.1637,0.14140000000000003,0.185,789933.3333333333,799980.0,801710.0,801710.0,801710.0,801710.0,1.4689434666733336,0.21578875154357746,0.0
18,16,4,small,medium,benchmark,true,1.726,1.726,3.931,6,23,0.13933333333333334,0.13933333333333334,0.224,663967.0,663967.0,675153.5,677437.0,677437.0,677437.0,1.9883767789477091,1.9883767789477091,0.0033707931512451106
18,16,4,small,medium,benchmark,false,2.548,2.548,5.335999999999999,6,23,0.20775000000000002,0.20775000000000002,0.282,663967.0,663967.0,675153.5,677437.0,677437.0,677437.0,1.9883767789477091,1.9883767789477091,0.0033707931512451106
19,16,4,small,medium,benchmark,true,1.855,1.855,1.855,1,11,0.1636363636363636,0.1636363636363636,0.1636363636363636,692192.0,692192.0,692192.0,692192.0,692192.0,692192.0,0.0,0.0,0.0
19,16,4,small,medium,benchmark,false,2.751,2.751,2.751,1,11,0.24309090909090908,0.24309090909090908,0.24309090909090908,692192.0,692192.0,692192.0,692192.0,692192.0,692192.0,0.0,0.0,0.0
20,16,4,small,medium,benchmark,true,1.539,1.994,1.994,2,17,0.11966666666666666,0.088,0.088,635136.0,636720.0,636720.0,636720.0,636720.0,636720.0,0.24877497173011465,0.0,0.0
20,16,4,small,medium,benchmark,false,2.452,3.263,3.263,2,17,0.19591666666666666,0.159,0.159,635136.0,636720.0,636720.0,636720.0,636720.0,636720.0,0.24877497173011465,0.0,0.0
1,20,5,small,small,ours,true,0.612,1.177,1.177,2,20,0.03876923076923077,0.07814285714285715,0.07814285714285715,714558.6049382715,745640.0,745640.0,817756.0,745640.0,745640.0,12.619582743719215,0.0,0.0
1,20,5,small,small,ours,false,0.677,2.172,2.172,2,20,0.043769230769230776,0.20828571428571427,0.20828571428571427,714558.6049382715,745640.0,745640.0,817756.0,745640.0,745640.0,12.619582743719215,0.0,0.0
2,20,5,small,small,ours,true,0.31,0.493,0.493,2,22,0.015142857142857145,0.021125,0.021125,980820.9285714285,1.001764e6,1.001764e6,1.0945e6,1.001764e6,1.001764e6,10.386393003980954,0.0,0.0
2,20,5,small,small,ours,false,0.354,0.758,0.758,2,22,0.020000000000000004,0.048875,0.048875,980820.9285714285,1.001764e6,1.001764e6,1.0945e6,1.001764e6,1.001764e6,10.386393003980954,0.0,0.0
3,20,5,small,small,ours,true,0.999,1.857,35.164,7,37,0.04726315789473684,0.08700000000000001,3.200666666666667,725606.1075268816,749158.0,757805.0,802995.0,787076.0,765655.0,9.637531052262894,4.817577972139919,0.010252659487628213
3,20,5,small,small,ours,false,6.409,8.954999999999998,17.003999999999998,6,38,0.33021052631578957,0.32999999999999996,0.905,725606.1075268816,749158.0,757126.0,802995.0,787076.0,760385.0,9.637531052262894,4.817577972139919,0.00428598670410385
4,20,5,small,small,ours,true,0.904,2.531,18.409,6,40,0.04588235294117647,0.12261538461538461,4.097,550643.8235294118,572250.0,593428.0,637016.0,597769.0,597769.0,13.55887080867485,4.2690403818197336,0.007262002546134072
4,20,5,small,small,ours,false,1.001,9.142999999999999,32.855,10,56,0.051000000000000004,0.5782857142857143,1.4326666666666665,550643.8235294118,572250.0,590064.0,637016.0,597769.0,591041.0,13.55887080867485,4.2690403818197336,0.0016530156114381578
5,20,5,small,small,ours,true,3.659,7.336,9.322000000000001,3,23,0.2141333333333334,0.5215714285714286,1.983,623504.7097902098,662756.0,666402.0,784071.0,666402.0,666402.0,20.47853959779028,0.5471172055306006,0.0
5,20,5,small,small,ours,false,3.665,20.22,36.782,4,29,0.21406666666666668,2.356857142857143,2.470666666666667,623504.7097902098,662756.0,666402.0,784071.0,666402.0,666402.0,20.47853959779028,0.5471172055306006,0.0
6,20,5,small,small,ours,true,0.545,1.102,33.661,11,45,0.034538461538461546,0.04133333333333334,1.6716666666666666,768290.0,773590.0,793470.0,813310.0,803545.0,803545.0,5.535404704233315,3.7278559383730814,0.012538190144920303
6,20,5,small,small,ours,false,0.648,1.8730000000000002,5.646,10,43,0.041461538461538466,0.12033333333333332,0.261,768290.0,773590.0,785684.0,813310.0,803545.0,785684.0,5.535404704233315,3.7278559383730814,0.0
7,20,5,small,small,ours,true,0.399,1.0310000000000001,4.389,5,29,0.027666666666666666,0.06644444444444444,0.47100000000000003,727107.5,772846.5714285715,775264.0,781926.0,779514.0,779514.0,7.010701779963835,0.8553314721003735,0.005452115035778693
7,20,5,small,small,ours,false,0.459,3.543,7.959999999999999,5,31,0.030666666666666672,0.3406666666666667,0.495,727107.5,772846.5714285715,775264.0,781926.0,779514.0,779514.0,7.010701779963835,0.8553314721003735,0.005452115035778693
8,20,5,small,small,ours,true,1.35,3.6109999999999998,3.6109999999999998,3,30,0.06611111111111112,0.21885714285714286,0.21885714285714286,681150.0,697720.0,697720.0,768170.0,697720.0,697720.0,11.32822161761069,0.0,0.0
8,20,5,small,small,ours,false,1.542,18.675,18.675,3,30,0.07727777777777778,1.623,1.623,681150.0,697720.0,697720.0,768170.0,697720.0,697720.0,11.32822161761069,0.0,0.0
9,20,5,small,small,ours,true,0.793,0.793,0.793,1,19,0.031052631578947373,0.031052631578947373,0.031052631578947373,687293.0,687293.0,687293.0,687293.0,687293.0,687293.0,0.0,0.0,0.0
9,20,5,small,small,ours,false,0.922,0.922,0.922,1,19,0.04026315789473685,0.04026315789473685,0.04026315789473685,687293.0,687293.0,687293.0,687293.0,687293.0,687293.0,0.0,0.0,0.0
10,20,5,small,small,ours,true,2.711,12.594,12.594,2,27,0.155125,0.8951818181818182,0.8951818181818182,758126.3636363636,804050.0,804050.0,960560.0,804050.0,804050.0,21.074543637423627,0.0,0.0
10,20,5,small,small,ours,false,2.999,61.358000000000004,61.358000000000004,2,23,0.1771875,8.334285714285715,8.334285714285715,758126.3636363636,804050.0,804050.0,960560.0,804050.0,804050.0,21.074543637423627,0.0,0.0
11,20,5,small,small,ours,true,0.486,2.115,2.115,3,29,0.029142857142857144,0.12575,0.12575,651584.6666666667,689148.0,689148.0,785680.0,689148.0,689148.0,17.06742354817906,0.0,0.0
11,20,5,small,small,ours,false,0.618,73.357,73.357,3,38,0.037428571428571436,3.645818181818182,3.645818181818182,651584.6666666667,689148.0,689148.0,785680.0,689148.0,689148.0,17.06742354817906,0.0,0.0
12,20,5,small,small,ours,true,0.855,2.618,7.437999999999999,5,35,0.04288888888888889,0.14,2.0580000000000003,620661.7647058824,651090.3333333334,660986.5,730309.0,670856.0,670856.0,15.013814055984188,2.9463352294183287,0.01471180104225045
12,20,5,small,small,ours,false,0.927,8.504000000000001,23.043,6,44,0.04583333333333334,0.685,1.231,620661.7647058824,651090.3333333334,656317.0,730309.0,670856.0,656317.0,15.013814055984188,2.9463352294183287,0.0
13,20,5,small,small,ours,true,0.494,1.1460000000000001,2.532,7,27,0.03316666666666667,0.057666666666666665,0.362,744837.5,787478.0,792148.0,854280.0,792148.0,792148.0,12.81108067612492,0.5895362987724528,0.0
13,20,5,small,small,ours,false,0.538,2.287,3.584,6,29,0.039750000000000014,0.17333333333333334,0.2275,744837.5,787478.0,791170.0,854280.0,792148.0,792148.0,12.81108067612492,0.5895362987724528,0.001234617773446356
14,20,5,small,small,ours,true,0.381,0.6210000000000001,0.7830000000000001,6,24,0.023692307692307693,0.0195,0.159,936590.0,949760.0,951740.0,951740.0,951740.0,951740.0,1.5918212957320321,0.20804001092735724,0.0
14,20,5,small,small,ours,false,0.423,0.9069999999999999,1.204,7,27,0.025538461538461538,0.0505,0.0755,936590.0,949760.0,951740.0,951740.0,951740.0,951740.0,1.5918212957320321,0.20804001092735724,0.0
15,20,5,small,small,ours,true,0.667,1.436,1.436,3,27,0.04500000000000001,0.05516666666666666,0.05516666666666666,769645.0,814414.0,814414.0,973380.0,814414.0,814414.0,20.930674556699337,0.0,0.0
15,20,5,small,small,ours,false,0.737,2.457,2.457,3,27,0.05053846153846154,0.13483333333333333,0.13483333333333333,769645.0,814414.0,814414.0,973380.0,814414.0,814414.0,20.930674556699337,0.0,0.0
16,20,5,small,small,ours,true,1.382,2.6439999999999997,3.6729999999999996,4,41,0.052260869565217395,0.055,0.3403333333333333,895090.0,956424.0,965155.0,1.141795e6,983100.0,983100.0,21.606768290279778,2.713457430576749,0.01825348387753023
16,20,5,small,small,ours,false,1.497,2.973,4.21,5,47,0.057391304347826085,0.07033333333333333,0.11266666666666668,895090.0,956424.0,965155.0,1.141795e6,983100.0,983100.0,21.606768290279778,2.713457430576749,0.01825348387753023
17,20,5,small,small,ours,true,0.698,1.1789999999999998,1.507,4,21,0.04715384615384617,0.08666666666666667,0.325,953170.0,990670.0,991830.0,991830.0,991830.0,991830.0,3.8978453968926075,0.11695552665275111,0.0
17,20,5,small,small,ours,false,0.803,2.714,4.7509999999999994,4,25,0.052846153846153855,0.3296666666666666,0.4054,953170.0,990670.0,991830.0,991830.0,991830.0,991830.0,3.8978453968926075,0.11695552665275111,0.0
18,20,5,small,small,ours,true,0.585,0.825,97.006,10,33,0.04116666666666667,0.030857142857142857,28.7505,728820.0,746703.5,760583.5,791203.0,760927.0,760927.0,7.884575766269841,1.8692331853121247,0.00045142306686452027
18,20,5,small,small,ours,false,0.717,1.196,10.186,13,42,0.05158333333333334,0.09240000000000001,0.41150000000000003,728820.0,746703.5,754177.4,791203.0,760927.0,759057.0,7.884575766269841,1.8692331853121247,0.0064285027343137235
19,20,5,small,small,ours,true,0.889,1.593,1.593,2,25,0.043647058823529414,0.08574999999999999,0.08574999999999999,930524.4,941693.0,941693.0,972679.0,956456.0,956456.0,4.333865540430093,1.543510626730349,0.015435106267303489
19,20,5,small,small,ours,false,0.961,2.829,2.829,2,25,0.049352941176470586,0.23124999999999998,0.23124999999999998,930524.4,941693.0,941693.0,972679.0,956456.0,956456.0,4.333865540430093,1.543510626730349,0.015435106267303489
20,20,5,small,small,ours,true,0.548,0.811,0.811,2,26,0.026882352941176475,0.025,0.025,630100.3333333334,663418.0,663418.0,754950.0,663418.0,663418.0,16.537474887961668,0.0,0.0
20,20,5,small,small,ours,false,0.661,1.1320000000000001,1.1320000000000001,2,26,0.031764705882352945,0.049999999999999996,0.049999999999999996,630100.3333333334,663418.0,663418.0,754950.0,663418.0,663418.0,16.537474887961668,0.0,0.0
1,20,5,small,small,benchmark,true,3.634,6.683,6.683,3,27,0.24328571428571427,0.22080000000000002,0.22080000000000002,714558.6049382716,745640.0,745640.0,830884.0,745640.0,745640.0,14.000196785800235,0.0,0.0
1,20,5,small,small,benchmark,false,5.826,10.645,10.645,3,27,0.40242857142857147,0.3542,0.3542,714558.6049382716,745640.0,745640.0,830884.0,745640.0,745640.0,14.000196785800235,0.0,0.0
2,20,5,small,small,benchmark,true,1.597,2.247,2.247,2,18,0.12125000000000002,0.105,0.105,980820.9285714283,1.001764e6,1.001764e6,1.12217e6,1.001764e6,1.001764e6,12.59604796319379,0.0,0.0
2,20,5,small,small,benchmark,false,2.672,3.842,3.842,2,18,0.2108333333333333,0.18800000000000003,0.18800000000000003,980820.9285714283,1.001764e6,1.001764e6,1.12217e6,1.001764e6,1.001764e6,12.59604796319379,0.0,0.0
3,20,5,small,small,benchmark,true,7.25,9.515,21.872000000000003,6,36,0.3838888888888889,0.2525,1.4922499999999999,725606.1075268816,749158.0,755984.0000000001,809746.0,764605.0,764605.0,10.390899426871936,2.02025882645287,0.011275102830873296
3,20,5,small,small,benchmark,false,12.298,15.963,28.360999999999997,6,36,0.6659999999999999,0.49,1.39175,725606.1075268816,749158.0,755984.0000000001,809746.0,764605.0,764605.0,10.390899426871936,2.02025882645287,0.011275102830873296
4,20,5,small,small,benchmark,true,4.249,7.26,32.419,10,41,0.28621428571428575,0.368,2.1833333333333336,550643.8235294117,572250.0,590064.0,654744.0,594314.0,591041.0,15.89937081830277,3.7125156062283615,0.0016530156114381578
4,20,5,small,small,benchmark,false,7.717,13.805,40.95099999999999,10,41,0.5373571428571429,0.755375,2.3956666666666666,550643.8235294117,572250.0,590064.0,654744.0,594314.0,591041.0,15.89937081830277,3.7125156062283615,0.0016530156114381578
5,20,5,small,small,benchmark,true,25.375,30.104,37.479,4,32,1.6484000000000008,0.6705714285714286,0.8883333333333333,623504.7097902099,662756.0,666402.0,834851.0,666402.0,666402.0,25.315450327039212,0.5471172055306006,0.0
5,20,5,small,small,benchmark,false,46.845,55.064,69.874,4,32,3.0827999999999993,1.1691428571428573,1.5103333333333335,623504.7097902099,662756.0,666402.0,834851.0,666402.0,666402.0,25.315450327039212,0.5471172055306006,0.0
6,20,5,small,small,benchmark,true,2.195,3.823,10.171999999999999,10,39,0.1840909090909091,0.15333333333333332,0.33999999999999997,768290.0,773590.0,785684.0,833948.0,822770.0,785684.0,7.873152762522362,5.9773691311059025,0.0
6,20,5,small,small,benchmark,false,3.863,6.9510000000000005,15.304,10,39,0.3358181818181818,0.295,0.49475,768290.0,773590.0,785684.0,833948.0,822770.0,785684.0,7.873152762522362,5.9773691311059025,0.0
7,20,5,small,small,benchmark,true,1.961,2.974,7.439,6,30,0.15325000000000003,0.16583333333333336,0.4435,727107.5,772846.5714285714,775264.0,781926.0,776074.0,776074.0,7.010701779963835,0.4158660864078234,0.0010437149034756565
7,20,5,small,small,benchmark,false,3.324,5.414,16.97,6,30,0.26925,0.3451666666666667,0.565,727107.5,772846.5714285714,775264.0,781926.0,776074.0,776074.0,7.010701779963835,0.4158660864078234,0.0010437149034756565
8,20,5,small,small,benchmark,true,6.608,10.730999999999998,10.730999999999998,3,27,0.39899999999999997,0.47379999999999994,0.47379999999999994,681150.0,697720.0,697720.0,729020.0,697720.0,697720.0,6.566349345696965,0.0,0.0
8,20,5,small,small,benchmark,false,13.724,22.692,22.692,3,27,0.8386874999999999,1.0112,1.0112,681150.0,697720.0,697720.0,729020.0,697720.0,697720.0,6.566349345696965,0.0,0.0
9,20,5,small,small,benchmark,true,4.156,4.156,4.156,1,17,0.22405882352941178,0.22405882352941178,0.22405882352941178,687293.0,687293.0,687293.0,687293.0,687293.0,687293.0,0.0,0.0,0.0
9,20,5,small,small,benchmark,false,8.356,8.356,8.356,1,17,0.4697647058823529,0.4697647058823529,0.4697647058823529,687293.0,687293.0,687293.0,687293.0,687293.0,687293.0,0.0,0.0,0.0
10,20,5,small,small,benchmark,true,22.15,31.980999999999998,31.980999999999998,2,25,1.1978333333333333,1.3982857142857141,1.3982857142857141,758126.3636363638,804050.0,804050.0,909504.0,804050.0,804050.0,16.643976976861698,0.0,0.0
10,20,5,small,small,benchmark,false,35.391,60.37,60.37,2,25,1.9295555555555555,3.5575714285714284,3.5575714285714284,758126.3636363638,804050.0,804050.0,909504.0,804050.0,804050.0,16.643976976861698,0.0,0.0
11,20,5,small,small,benchmark,true,6.554,10.975,10.975,3,35,0.33163157894736844,0.317875,0.317875,651584.6666666667,689148.0,689148.0,762660.0,689148.0,689148.0,14.564200736020405,0.0,0.0
11,20,5,small,small,benchmark,false,11.712,29.005000000000003,29.005000000000003,3,35,0.6019473684210526,1.346125,1.346125,651584.6666666667,689148.0,689148.0,762660.0,689148.0,689148.0,14.564200736020405,0.0,0.0
12,20,5,small,small,benchmark,true,3.751,7.878,19.623,6,38,0.2522142857142858,0.304,1.579,620661.7647058825,651090.3333333334,656317.0,704363.0,670856.0,656317.0,11.883252711189751,2.9463352294183287,0.0
12,20,5,small,small,benchmark,false,6.591,15.764,39.359,6,38,0.4564285714285714,0.7645000000000001,4.020333333333333,620661.7647058825,651090.3333333334,656317.0,704363.0,670856.0,656317.0,11.883252711189751,2.9463352294183287,0.0
13,20,5,small,small,benchmark,true,2.248,3.8340000000000005,5.736,6,23,0.2091,0.21133333333333335,0.379,744837.5,787478.0,791170.0,820155.0,792148.0,792148.0,9.183325103181716,0.5895362987724528,0.001234617773446356
13,20,5,small,small,benchmark,false,3.45,5.929,8.029,6,23,0.32709999999999995,0.3233333333333333,0.436,744837.5,787478.0,791170.0,820155.0,792148.0,792148.0,9.183325103181716,0.5895362987724528,0.001234617773446356
14,20,5,small,small,benchmark,true,1.398,2.4510000000000005,2.947000000000001,7,28,0.10954545454545457,0.068,0.1315,936590.0,949760.0,951740.0,951740.0,951740.0,951740.0,1.5918212957320321,0.20804001092735724,0.0
14,20,5,small,small,benchmark,false,2.352,4.599,5.485,7,28,0.19572727272727272,0.16599999999999998,0.2285,936590.0,949760.0,951740.0,951740.0,951740.0,951740.0,1.5918212957320321,0.20804001092735724,0.0
15,20,5,small,small,benchmark,true,2.851,4.579000000000001,4.579000000000001,3,22,0.21683333333333335,0.17175,0.17175,769645.0,814414.0,814414.0,857524.0,814414.0,814414.0,10.24799305908639,0.0,0.0
15,20,5,small,small,benchmark,false,4.569,7.529,7.529,3,22,0.36166666666666664,0.314,0.314,769645.0,814414.0,814414.0,857524.0,814414.0,814414.0,10.24799305908639,0.0,0.0
16,20,5,small,small,benchmark,true,8.519,14.242,27.743000000000002,5,43,0.510875,0.35133333333333333,0.8932,895090.0,956424.0,965155.0,1.05821e6,984130.0,984130.0,15.414709745702648,2.8152784693079136,0.019280989300194062
16,20,5,small,small,benchmark,false,12.911,19.845,30.115,5,43,0.7843749999999999,0.4558333333333333,0.7172,895090.0,956424.0,965155.0,1.05821e6,984130.0,984130.0,15.414709745702648,2.8152784693079136,0.019280989300194062
17,20,5,small,small,benchmark,true,3.385,3.9759999999999995,5.404,4,22,0.2283571428571429,0.137,0.35425,953170.0,990670.0,991830.0,991830.0,991830.0,991830.0,3.8978453968926075,0.11695552665275111,0.0
17,20,5,small,small,benchmark,false,6.281,8.052999999999999,10.741999999999999,4,22,0.4369285714285714,0.4505,0.6695,953170.0,990670.0,991830.0,991830.0,991830.0,991830.0,3.8978453968926075,0.11695552665275111,0.0
18,20,5,small,small,benchmark,true,3.176,3.8680000000000003,12.371999999999996,13,42,0.24791666666666667,0.132,0.6103333333333333,728820.0,746703.5,754177.3999999999,802761.0,773970.0,759057.0,9.210836101903308,3.5229401656394987,0.0064285027343138346
18,20,5,small,small,benchmark,false,5.814,7.261,22.005,13,42,0.4675833333333334,0.27799999999999997,0.863,728820.0,746703.5,754177.3999999999,802761.0,773970.0,759057.0,9.210836101903308,3.5229401656394987,0.0064285027343138346
19,20,5,small,small,benchmark,true,3.68,5.5360000000000005,5.5360000000000005,2,21,0.2462857142857143,0.261,0.261,930524.4,941693.0,941693.0,962266.0,953862.0,953862.0,3.2986305242001634,1.2757610639694161,0.012757610639694161
19,20,5,small,small,benchmark,false,6.239,9.42,9.42,2,21,0.42992857142857144,0.44728571428571434,0.44728571428571434,930524.4,941693.0,941693.0,962266.0,953862.0,953862.0,3.2986305242001634,1.2757610639694161,0.012757610639694161
20,20,5,small,small,benchmark,true,5.15,7.1240000000000006,7.1240000000000006,2,29,0.27622222222222226,0.17463636363636362,0.17463636363636362,630100.3333333334,663418.0,663418.0,727494.0,663418.0,663418.0,13.38755600275282,0.0,0.0
20,20,5,small,small,benchmark,false,9.386,13.113999999999999,13.113999999999999,2,29,0.51,0.33390909090909093,0.33390909090909093,630100.3333333334,663418.0,663418.0,727494.0,663418.0,663418.0,13.38755600275282,0.0,0.0
1,20,5,small,medium,ours,true,1.847,2.376,2.376,2,20,0.11081250000000001,0.13,0.13,742624.0,745640.0,745640.0,745640.0,745640.0,745640.0,0.4044847379432448,0.0,0.0
1,20,5,small,medium,ours,false,7.071,8.354,8.354,2,17,0.4997857142857143,0.42466666666666664,0.42466666666666664,742624.0,745640.0,745640.0,745640.0,745640.0,745640.0,0.4044847379432448,0.0,0.0
2,20,5,small,medium,ours,true,0.609,0.609,0.609,1,15,0.0356,0.0356,0.0356,1.001764e6,1.001764e6,1.001764e6,1.001764e6,1.001764e6,1.001764e6,0.0,0.0,0.0
2,20,5,small,medium,ours,false,2.028,2.028,2.028,1,12,0.16625,0.16625,0.16625,1.001764e6,1.001764e6,1.001764e6,1.001764e6,1.001764e6,1.001764e6,0.0,0.0,0.0
3,20,5,small,medium,ours,true,7.282,7.966,145.083,7,29,0.40044444444444444,0.33149999999999996,25.598,749000.7499999999,749158.0,758437.0714285714,764605.0,764605.0,764605.0,2.0408250011443974,2.02025882645287,0.008066816946565414
3,20,5,small,medium,ours,false,30.667,32.944,53.411,6,29,1.6979444444444445,1.135,2.697,749000.75,749158.0,756277.6875,765440.0,765440.0,765440.0,2.147686298076923,2.1271425585284276,0.011969994382316052
