n_depots,n_customers,n_charging,n_vehicles,depot_pattern,customer_pattern,charging_pattern,shrinkage_depots,shrinkage_charging,T,seed,B,μ,travel_cost_coeff,charge_cost_coeff,load_scale,load_shape,load_tolerance,batch,permissiveness,use_load,use_time_windows,method,subpath_single_service,subpath_check_customers,path_single_service,path_check_customers,check_customers_accelerated,LP_objective,IP_objective,LP_IP_gap,counter,converged,time_taken,sp_base_time_taken_total,sp_full_time_taken_total,lp_relaxation_time_taken_total,sp_base_time_taken_mean,sp_full_time_taken_mean,lp_relaxation_time_taken_mean,lp_mean_subpath_length,lp_weighted_mean_subpath_length,lp_mean_path_length,lp_weighted_mean_path_length,lp_mean_ps_length,lp_weighted_mean_ps_length,ip_mean_subpath_length,ip_weighted_mean_subpath_length,ip_mean_path_length,ip_weighted_mean_path_length,ip_mean_ps_length,ip_weighted_mean_ps_length
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,8,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,false,730870.0,730870.0,0.0,10,true,30294.99,777.7579999999999,29391.031,116.035,77.77579999999999,2939.1031,11.6035,3.769230769230769,3.3333333333333335,5.5,4.5,1.625,1.5,3.5454545454545454,3.3333333333333335,5.0,4.5,1.5714285714285714,1.5
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,8,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,true,730870.0,730870.0,0.0,26,true,5149.512,390.096,4758.021,0.9540000000000002,15.003692307692308,183.0008076923077,0.0366923076923077,3.5454545454545454,3.3333333333333335,5.0,4.5,1.5714285714285714,1.5,3.8,3.3333333333333335,5.666666666666667,4.5,1.6666666666666667,1.5
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,false,false,false,707309.0288202917,1.0001202436e10,14138.79184272655,13,true,40.322,0.0,37.056,2.15,0.0,2.850461538461538,0.16538461538461538,4.7101449275362315,3.1031932906027446,11.142857142857142,4.5,2.7142857142857144,1.664136156975353,2.8666666666666667,2.8666666666666667,4.5,4.5,1.875,1.875
4,20,6,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,true,false,false,594172.0,594172.0,0.0,14,true,7.088,6.466,0.3500000000000001,0.15300000000000002,0.46185714285714285,0.025000000000000005,0.01092857142857143,3.0,2.8181818181818183,3.857142857142857,3.5,1.4285714285714286,1.375,3.0,2.8181818181818183,3.857142857142857,3.5,1.4285714285714286,1.375
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,false,false,813298.5000000001,824270.0,0.013490126933714874,12,true,14.641,0.0,12.346999999999998,0.8539999999999999,0.0,1.0289166666666665,0.07116666666666666,3.6785714285714284,3.0999999999999996,6.866666666666666,4.500000000000002,2.2666666666666666,1.6666666666666674,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,true,true,813258.5,824270.0,0.013539975296907425,13,true,19485.71,0.0,19483.316,0.8620000000000001,0.0,1498.7166153846154,0.06630769230769232,3.6785714285714284,3.099999999999999,6.866666666666666,4.500000000000001,2.2666666666666666,1.6666666666666672,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,false,false,false,false,false,718305.6666666667,1.143485e6,0.5919197815971564,19,true,32.169,24.675,5.672000000000001,1.275,1.2986842105263159,0.2985263157894737,0.06710526315789474,4.042553191489362,3.103944896681279,8.578947368421053,4.500000000000001,2.526315789473684,1.663541666666667,3.1538461538461537,3.1538461538461537,4.5,4.5,1.625,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,false,false,false,720693.4222222223,924336.0,0.282564779278623,17,true,38.822,32.57,4.867999999999999,0.9520000000000004,1.9158823529411766,0.28635294117647053,0.05600000000000002,3.590909090909091,3.0783505154639186,7.833333333333333,4.5,2.611111111111111,1.684027777777778,3.0,3.0,4.5,4.5,1.75,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,false,720693.4222222223,1.06436e6,0.4768554383611534,18,true,325.37,304.003,19.985,0.895,16.889055555555554,1.1102777777777777,0.04972222222222222,3.6818181818181817,3.078350515463918,8.055555555555555,4.500000000000001,2.611111111111111,1.6840277777777781,2.8666666666666667,2.8666666666666667,4.5,4.5,1.875,1.875
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,true,720693.4222222223,924336.0,0.282564779278623,18,true,79.758,71.67,6.506,1.146,3.981666666666667,0.36144444444444446,0.06366666666666666,3.590909090909091,3.0783505154639186,7.833333333333333,4.5,2.611111111111111,1.684027777777778,3.0,3.0,4.5,4.5,1.75,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,true,false,false,814446.3333333333,830060.0,0.019170896875136956,14,true,27.073,22.743000000000002,2.7479999999999998,0.3430000000000001,1.6245,0.19628571428571426,0.024500000000000004,3.5517241379310347,2.999999999999999,6.866666666666666,4.499999999999999,2.3333333333333335,1.7499999999999993,3.1538461538461537,3.0,5.0,4.5,1.8571428571428572,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,false,805682.3333333334,832640.0,0.03345942383412481,10,true,35354.656,151.94800000000004,35079.727,98.789,15.194800000000004,3507.9727,9.8789,3.7142857142857144,3.0240963855421685,7.230769230769231,4.499999999999999,2.3076923076923075,1.7291666666666665,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,9,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,true,813258.4999999999,826880.0,0.016749286973330335,19,true,7992.364,120.53099999999999,7869.813999999999,0.7000000000000001,6.343736842105263,414.20073684210524,0.0368421052631579,3.7241379310344827,3.0999999999999996,6.866666666666666,4.5,2.2666666666666666,1.6666666666666667,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625
4,20,6,8,circular,random_box,grid,1.0,0.7,40000,2,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,false,false,false,715309.8205128206,899088.0,0.25692109099721994,8,true,3.808,0.0,3.1359999999999997,0.42300000000000004,0.0,0.39199999999999996,0.052875000000000005,2.5945945945945947,2.5476190476190474,6.0,3.5000000000000004,3.076923076923077,1.6153846153846154,2.5384615384615383,2.5384615384615383,3.5,3.5,1.625,1.625
4,20,6,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,false,588232.0,588232.0,0.0,8,true,124.656,50.522,72.47,1.1430000000000002,6.31525,9.05875,0.14287500000000003,3.0,2.8181818181818183,3.857142857142857,3.5,1.4285714285714286,1.375,3.0,2.8181818181818183,3.857142857142857,3.5,1.4285714285714286,1.375
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,false,false,false,623083.0010911956,1.0001153651e10,16050.077679033346,16,true,79.33,0.0,75.54600000000002,2.8870000000000005,0.0,4.721625000000001,0.18043750000000003,4.8125,3.0721921027575654,13.64,4.500000000000001,3.56,1.6890325927516017,2.8666666666666667,2.8666666666666667,4.5,4.5,1.875,1.875
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,false,false,875461.25,904770.0,0.0334780665620551,18,true,31.844,0.0,24.161,1.469,0.0,1.342277777777778,0.08161111111111112,4.25,3.055045871559633,8.142857142857142,4.5,2.2857142857142856,1.703125,3.1538461538461537,3.0,5.0,4.5,1.8571428571428572,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,false,false,false,false,false,707587.2013680352,1.133191e6,0.6014860045646824,21,true,71.623,59.67300000000001,9.643,1.726,2.841571428571429,0.4591904761904762,0.08219047619047619,3.972972972972973,2.991311918155836,10.916666666666666,4.499999999999999,3.2916666666666665,1.7576352394060726,3.1538461538461537,3.0,4.5,4.5,1.75,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,false,false,false,717848.7037037036,1.027491e6,0.43134757324031203,21,true,95.336,85.41700000000002,7.538,1.725,4.067476190476191,0.35895238095238097,0.08214285714285714,3.2954545454545454,2.952857604133032,8.214285714285714,4.500000000000001,3.2142857142857144,1.7922453703703707,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,false,717848.7037037043,1.003363e6,0.39773603382328204,19,true,5869.216,5816.459,49.672,1.6119999999999999,306.1294210526316,2.614315789473684,0.08484210526315789,3.2857142857142856,2.952857604133032,8.214285714285714,4.500000000000001,3.2142857142857144,1.7922453703703707,3.1538461538461537,3.1538461538461537,4.5,4.5,1.625,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,true,717848.7037037037,1.027491e6,0.4313475732403118,25,true,2556.095,2527.0609999999997,25.829,2.5510000000000006,101.08243999999999,1.03316,0.10204000000000002,3.2954545454545454,2.9528576041330314,8.214285714285714,4.500000000000001,3.2142857142857144,1.7922453703703707,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,true,false,false,878267.6470588235,911790.0,0.03816872117905912,18,true,67.764,61.613,3.948,0.717,3.4229444444444446,0.21933333333333332,0.03983333333333333,4.195652173913044,2.919354838709677,8.863636363636363,4.5,2.4545454545454546,1.823529411764706,2.8666666666666667,2.8666666666666667,4.5,4.5,1.875,1.875
4,20,6,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,true,588232.0,588232.0,0.0,18,true,61.186,39.465,20.839,0.7380000000000001,2.1925000000000003,1.157722222222222,0.04100000000000001,3.0,2.8181818181818183,3.857142857142857,3.5,1.4285714285714286,1.375,3.0,2.8181818181818183,3.857142857142857,3.5,1.4285714285714286,1.375
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,10,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,true,875083.8461538461,911790.0,0.041945870681402875,20,true,40314.341,1465.81,38845.700000000004,0.845,73.2905,1942.2850000000003,0.042249999999999996,4.175,3.0449438202247183,7.9,4.499999999999999,2.3,1.7115384615384615,2.8666666666666667,2.8666666666666667,4.5,4.5,1.875,1.875
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,false,false,false,636054.4919116918,987339.0,0.5522868127737075,20,true,166.139,0.0,155.043,9.025,0.0,7.75215,0.45125000000000004,4.52,3.043244883363076,14.909090909090908,4.499999999999998,3.6818181818181817,1.7129615879615876,3.1538461538461537,3.1538461538461537,4.5,4.5,1.625,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,false,false,787013.3333333333,795560.0,0.01085962118388517,19,true,16.762,0.0,14.688999999999998,1.358,0.0,0.7731052631578946,0.07147368421052631,3.772727272727273,3.1,6.545454545454546,4.500000000000001,2.0,1.6666666666666667,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,true,true,784920.0,784920.0,0.0,22,true,49292.955,0.0,49290.084,2.114,0.0,2240.4583636363636,0.09609090909090909,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,false,false,false,false,false,695240.3270440253,970241.0,0.39554764339577875,16,true,30.802,21.97,6.592999999999999,1.7220000000000002,1.373125,0.41206249999999994,0.10762500000000001,3.5142857142857142,3.062304574406485,10.947368421052632,4.5,3.789473684210526,1.6971305031446537,3.1538461538461537,3.1538461538461537,4.5,4.5,1.625,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,false,false,false,697638.8666666667,1.001083e6,0.4349587556427237,19,true,47.132,36.614,7.239000000000001,2.2340000000000004,1.9270526315789471,0.38100000000000006,0.11757894736842107,2.561797752808989,2.9336611907502363,12.0,4.500000000000001,6.923076923076923,1.8100378787878786,3.1538461538461537,3.1538461538461537,4.5,4.5,1.625,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,false,697638.8666666636,1.015215e6,0.45521565455595003,24,true,1244.899,1187.137,53.477000000000004,3.212,49.46404166666667,2.2282083333333333,0.13383333333333333,2.561797752808989,2.933661190750237,12.0,4.5,6.923076923076923,1.8100378787878786,3.1538461538461537,3.1538461538461537,4.5,4.5,1.625,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,true,697638.8666666667,1.001083e6,0.4349587556427237,21,true,243.09,223.75,15.909,2.394,10.654761904761905,0.7575714285714286,0.114,2.561797752808989,2.933661190750237,12.0,4.500000000000001,6.923076923076923,1.8100378787878788,3.1538461538461537,3.1538461538461537,4.5,4.5,1.625,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,true,false,false,784920.0,784920.0,0.0,14,true,28.7,25.551,2.317,0.6160000000000001,1.8250714285714285,0.1655,0.044000000000000004,3.3333333333333335,3.1538461538461537,5.0,4.5,1.7142857142857142,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
4,20,6,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,false,false,false,698833.6666666667,915047.0,0.30939169597343374,9,true,5.413,0.0,4.766,0.4810000000000001,0.0,0.5295555555555556,0.053444444444444454,4.0625,2.589403973509934,7.733333333333333,3.4999999999999996,2.2666666666666666,1.5729166666666665,2.6666666666666665,2.5384615384615383,3.857142857142857,3.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,false,777834.0000000001,810550.0,0.04206038820622382,10,true,39045.513,583.891,38294.37999999999,141.422,58.3891,3829.437999999999,14.142199999999999,3.9642857142857144,3.121212121212122,6.533333333333333,4.5,1.8666666666666667,1.6500000000000004,3.1538461538461537,3.0,5.0,4.5,1.8571428571428572,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,11,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,true,784920.0,784920.0,0.0,20,true,9518.578,675.769,8841.701,0.7300000000000001,33.78845,442.08504999999997,0.036500000000000005,3.2666666666666666,3.1538461538461537,4.777777777777778,4.5,1.6666666666666667,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,false,false,false,701396.4281870862,1.237203e6,0.7639140296135012,16,true,41.189,0.0,37.73,2.3350000000000004,0.0,2.358125,0.14593750000000003,4.258064516129032,2.990364175327874,11.181818181818182,4.499999999999998,3.0454545454545454,1.7584721647350987,2.75,2.75,4.5,4.5,2.0,2.0
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,false,false,810739.0,810739.0,0.0,19,true,18.65,0.0,16.832,1.3739999999999999,0.0,0.8858947368421053,0.07231578947368421,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,true,true,810739.0,810739.0,0.0,25,true,46232.797,0.0,46230.561,1.567,0.0,1849.22244,0.06268,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,false,false,false,false,false,739549.7915075896,1.239633e6,0.6761995125074391,28,true,53.133,42.743,8.774999999999999,1.1090000000000002,1.5265357142857143,0.3133928571428571,0.03960714285714286,3.68,3.0192732571804624,10.8,4.499999999999999,3.52,1.7332968619052054,2.75,2.75,4.5,4.5,2.0,2.0
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,false,false,false,744254.4734848486,864732.0,0.16187679188683313,26,true,67.405,59.882000000000005,5.916,1.18,2.3031538461538466,0.22753846153846155,0.045384615384615384,3.8518518518518516,3.0358028091434868,10.2,4.5,3.05,1.7192234848484849,3.5454545454545454,3.5454545454545454,4.5,4.5,1.375,1.375
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,false,744254.4734848485,1.09716e6,0.47417320162380716,25,true,920.26,894.484,23.976,1.291,35.779360000000004,0.95904,0.05164,3.890909090909091,3.0358028091434868,10.2,4.5,3.15,1.7192234848484849,3.1538461538461537,3.1538461538461537,4.5,4.5,1.625,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,true,744254.4734848486,864732.0,0.16187679188683313,26,true,117.538,109.191,6.8309999999999995,1.098,4.199653846153846,0.2627307692307692,0.04223076923076923,3.8518518518518516,3.0358028091434868,10.2,4.5,3.05,1.7192234848484849,3.5454545454545454,3.5454545454545454,4.5,4.5,1.375,1.375
4,20,6,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,false,false,799239.0,799239.0,0.0,13,true,3.81,0.0,3.507,0.19100000000000006,0.0,0.26976923076923076,0.014692307692307697,2.6666666666666665,2.5384615384615383,3.857142857142857,3.5,1.7142857142857142,1.625,2.6666666666666665,2.5384615384615383,3.857142857142857,3.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,true,false,false,817169.0,817169.0,0.0,22,true,53.598,48.98499999999999,3.777,0.5880000000000001,2.2265909090909086,0.17168181818181819,0.02672727272727273,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,true,810739.0,810739.0,0.0,28,true,5991.554,276.806,5713.409000000001,1.0240000000000002,9.88592857142857,204.05032142857144,0.03657142857142858,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,false,false,false,541905.357406809,8.0e10,147626.25429182997,13,true,37.972,0.0,35.289,2.0320000000000005,0.0,2.714538461538462,0.15630769230769234,5.618181818181818,3.2779136916859044,12.48,4.500000000000002,2.6,1.5364936840120669,4.5,4.5,4.5,4.5,1.0,1.0
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,false,false,772563.3333333333,773030.0,0.000604049721921518,13,true,13.369,0.0,12.172999999999998,0.7470000000000002,0.0,0.9363846153846153,0.05746153846153848,3.3333333333333335,3.0000000000000004,5.909090909090909,4.5,2.090909090909091,1.7500000000000002,3.1538461538461537,3.0,5.0,4.5,1.8571428571428572,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,true,false,772228.75,773030.0,0.0010375811571377014,8,true,65534.554,0.0,65370.53599999999,142.214,0.0,8171.316999999999,17.77675,3.6842105263157894,3.018018018018018,7.052631578947368,4.5,2.263157894736842,1.734375,3.1538461538461537,3.0,5.0,4.5,1.8571428571428572,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,true,true,772563.3333333333,773030.0,0.000604049721921518,13,true,3762.094,0.0,3760.8219999999997,0.7460000000000002,0.0,289.294,0.0573846153846154,3.3333333333333335,3.0000000000000004,5.909090909090909,4.5,2.090909090909091,1.7500000000000002,3.1538461538461537,3.0,5.0,4.5,1.8571428571428572,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,false,false,false,false,false,670258.7828779119,8.0e10,119355.88430146547,14,true,19.892,13.664,4.470000000000001,1.38,0.976,0.31928571428571434,0.09857142857142856,3.093220338983051,2.9427056312331685,11.541666666666666,4.499999999999999,5.083333333333333,1.8016110849374072,4.5,4.5,4.5,4.5,1.0,1.0
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,false,false,false,675527.2666666668,1.024867e6,0.5171363919285168,16,true,33.761,27.987,4.5120000000000005,0.7820000000000003,1.7491875,0.28200000000000003,0.048875000000000016,3.2142857142857144,2.9635343618513326,9.526315789473685,4.5,3.789473684210526,1.7825,3.0,2.8666666666666667,4.5,4.5,1.875,1.875
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,false,675527.2666666665,1.063046e6,0.5736537256971324,17,true,399.593,382.2180000000001,15.084999999999999,0.9780000000000002,22.483411764705888,0.8873529411764706,0.05752941176470589,3.084507042253521,2.9635343618513343,9.842105263157896,4.500000000000001,4.0,1.7825000000000002,3.0,3.0,4.5,4.5,1.75,1.75
4,20,6,8,circular,random_box,grid,1.0,0.7,40000,12,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,true,false,799239.0,799239.0,0.0,7,true,398.775,0.0,396.11499999999995,1.7830000000000001,0.0,56.58785714285714,0.2547142857142857,2.6666666666666665,2.5384615384615383,3.857142857142857,3.5,1.7142857142857142,1.625,2.6666666666666665,2.5384615384615383,3.857142857142857,3.5,1.7142857142857142,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,false,false,true,675527.2666666668,1.024867e6,0.5171363919285168,16,true,61.444,54.870000000000005,5.1579999999999995,0.9310000000000004,3.4293750000000003,0.32237499999999997,0.058187500000000024,3.2142857142857144,2.9635343618513326,9.526315789473685,4.5,3.789473684210526,1.7825,3.0,2.8666666666666667,4.5,4.5,1.875,1.875
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,false,true,false,false,772796.6666666667,773030.0,0.00030193366948605416,16,true,28.064,24.486999999999995,2.613,0.6820000000000002,1.5304374999999997,0.1633125,0.04262500000000001,3.4482758620689653,3.0000000000000013,6.2,4.499999999999999,2.1333333333333333,1.75,3.1538461538461537,3.0,5.0,4.5,1.8571428571428572,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,false,772563.3333333334,773030.0,0.0006040497219212959,8,true,16524.677,156.66899999999998,16298.913000000002,56.223,19.583624999999998,2037.3641250000003,7.027875,3.375,3.0,5.916666666666667,4.500000000000001,2.0833333333333335,1.75,3.0,3.0,4.5,4.5,1.75,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,13,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,ours,true,true,true,true,true,772563.3333333333,773030.0,0.000604049721921518,21,true,3390.341,169.029,3219.1549999999997,0.77,8.049,153.29309523809522,0.03666666666666667,3.3636363636363638,2.999999999999999,5.916666666666667,4.500000000000002,2.0833333333333335,1.7500000000000004,3.0,3.0,4.5,4.5,1.75,1.75
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,14,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,false,false,false,697033.9650512086,1.000124651e10,14347.291491455862,15,true,27.317,0.0,25.26,1.6,0.0,1.6840000000000002,0.10666666666666667,3.53,3.0473548471336214,11.038461538461538,4.5,4.0,1.7095229021486644,2.473684210526316,2.473684210526316,4.5,4.5,2.375,2.375
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,14,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,false,false,892130.0,892130.0,0.0,15,true,11.655,0.0,10.524,0.7520000000000002,0.0,0.7015999999999999,0.05013333333333335,3.4285714285714284,3.1538461538461537,5.25,4.5,1.75,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
4,28,12,8,circular,random_box,grid,1.0,0.7,40000,14,15000,5,7,3,5.0,20.0,1.3,1,0.7,false,false,benchmark,false,false,true,true,false,892130.0,892130.0,0.0,9,true,42487.982,0.0,42378.15000000001,98.705,0.0,4708.683333333334,10.967222222222222,3.4285714285714284,3.1538461538461537,5.25,4.5,1.75,1.625,3.5454545454545454,3.1538461538461537,5.666666666666667,4.5,1.8333333333333333,1.625
